id,logo,item_code,lot_number,label_temp,product_name_en,product_name_zh,weight,case_quantity,case_unit,storage,shelf_life,case_gtin,ingredient,allergen,manufactured,barcode,customer_item_code
55,001,9363,null,4x4_a,Viet Huong Beef Balls 400gx6Trays,VH 牛肉丸 400gx6,400g/Tray,6,Bags," Freezer/Cooler",180 days/30 days,067102138109,"Beef, Water, Sugar, Salt, Wheat gluten, Monosodium glutamate, Potato starch, Baking powder, Sesame oil, Onion oil (canola oil, onion), Garlic granules, Deep fried onion (onion, canola oil), Tapioca starch, Potassium sorbate, Onion granules, Baking soda, Sodium erythorbate.","CONTAINS: Wheat, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
56,001,9364,null,4x4_a,Viet Huong Chicken Balls 400gx6Trays,VH 雞肉丸 400gx6,400g/Tray,6,Bags," Freezer/Cooler",180 days/30 days,067102138116,"Chicken breast, Chicken thigh, Water, Chicken skin, Sugar, Salt, Potato starch, Wheat gluten, Monosodium glutamate, Baking powder, Garlic oil (canola oil, garlic), Chicken powder (salt, monosodium glutamate, corn syrup solids, dehydrated mechanically separated cooked chicken, corn starch, chicken fat, hydrolyzed soy/corn/wheat protein, sugar, calcium silicate, natural & artificial flavour, yeast extract, disodium inosinate, disodium guanylate, spices, L-cysteine, colour, citric acid, onion powder, succinic acid, modified milk ingredients), Garlic granules, Tapioca starch, Potassium sorbate, Onion granules, Deep fried onion (onion, canola oil), Deep fried garlic (garlic, canola oil), Baking soda, White pepper, Black pepper, Sodium erythorbate.","CONTAINS: Wheat, Milk, Soy.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
57,001,9378,null,4x4_a,SHINSEN'NA Wafu Mazesoba 243g,日式和風拌麵,243g/Tray,8," Tray"," Cooler",32 days,0-67102-13819-2,"Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Dipotassium phosphate, Sodium propionate, Potassium carbonate, Potassium sorbate. Sauce: Water, Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Garlic, Sesame seed, Brown sugar, Lime juice concentrate, Modified potato starch, Sesame oil, Yeast extract (sucrose, salt, yeast extract, maltodextrin, high oleic sunflower oil), Mushroom seasoning (mushroom powder, salt, sugar, edible starch, mushroom extract, nucleotide seasoning, yeast extract), Sodium propionate, Potassium sorbate, Chili. Vinegar: Rice vinegar (water, vinegar, rice, salt, sugar, wheat bran, sodium benzoate, fermented soybean, citric acid), Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, 
sodium benzoate, maltodextrin, sulphites), Mirin (water, corn syrup, sugar, fermented rice extract (rice, alcohol, salt, citric acid), brown sugar, malic acid, xanthan gum, potassium sorbate, sodium benzoate) Sugar, Salt, Ginger. Garnish pack: Toasted onion, Garlic flakes, Dried chive. ","CONTAINS: Wheat, Soy, Sesame, Sulphites.  ","HON'S, RICHMOND, BC V6V 2W2",111111111111,
58,001,9379,null,4x4_a,SHINSEN'NA Curry Mazesoba 280g,日式咖哩拌麵,280g/Tray,8," Tray"," Cooler",32 days,0-67102-13820-8,"Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Dipotassium phosphate, Sodium propionate, 
Potassium carbonate, Potassium sorbate. Sauce: Water, Canola oil, Onion, Carrot, Vegetable oil shortening (palm oil), All purpose flour, Modified potato starch, Yeast extract (sucrose, salt, yeast extract, maltodextrin, high oleic sunflower oil), Mushroom seasoning (mushroom powder, salt, sugar, edible starch, mushroom extract, nucleotide seasoning, yeast extract), Spices, Salt, Dark soy sauce (water, sugar, salt, caramel colour, 
modified corn starch, hydrolyzed (corn, soy & wheat) protein, fermented soybeans, wheat, sodium benzoate, sunset yellow FCF, tartrazine, maltodextrin, sulphites), Sugar, Garlic, Tartrazine, Sunset Yellow FCF, Sodium propionate, Potassium sorbate. Vinegar: Rice vinegar (water, vinegar, rice, salt, sugar, wheat bran, sodium benzoate, fermented soybean, citric acid), Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Mirin (water, corn syrup, sugar, fermented rice extract (rice, alcohol, salt, citric acid), brown sugar, malic acid, xanthan gum, potassium sorbate, sodium benzoate), Sugar, Salt, Ginger. ","CONTAINS: Wheat, Soy, Sulphites.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
59,001,9380,null,4x4_a,SHINSEN'NA Tan Tan Mazesoba 233g,日式旦旦拌麵,233g/Tray,8," Tray"," Cooler",32 days,0-67102-13821-5,"Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Dipotassium phosphate, Sodium propionate, 
Potassium carbonate, Potassium sorbate. Sauce: Water, Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Sesame paste (sesame, canola oil), Chili oil (canola oil, chili flakes, garlic, onion, ginger, paprika, chili, sesame oil, salt, vinegar, sugar, spices), Rice vinegar (water, vinegar, rice, salt, sugar, wheat bran, sodium benzoate, fermented soybean, citric acid), White miso (water, soybeans, rice, salt, alcohol, koji seed), Sugar (brown sugar, sugar), Dark soy sauce (water,sugar, salt, caramel colour, modified corn starch, hydrolyzed (corn, soy & wheat) protein, fermented soybeans, wheat, sodium benzoate, sunset yellow FCF, tartrazine, maltodextrin, sulphites), Sesame oil, Garlic, Ginger, Seasonings, Mushroom seasoning (mushroom powder, salt, sugar, edible starch, mushroom extract, nucleotide seasoning, yeast extract), Sodium propionate, Yeast extract (sucrose, salt, yeast extract, maltodextrin, high oleic sunflower oil), Potassium sorbate, Modified potato starch. Spicy vinegar: Vinegar, Pepper paste (roasted thai chili, lime juice, water, ghost pepper powder, sugar, salt), Sugar, Garlic, Jalapeño, Onion, Red chili, Salt. Garnish pack: Toasted onion, Garlic flakes, Chili flakes. ","CONTAINS: Wheat, Soy, Sesame, Sulphites.  ","HON'S, RICHMOND, BC V6V 2W2",111111111111,
60,001,9393,null,4x4_a,Sungiven Japanese Tonkotsu Ramen 273g,元初豚骨拉麵,273g/Tray,8," Tray"," Cooler",,,"Ramen Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca flour, Salt, Potassium carbonate, Sodium carbonate, Guar gum, Potassium sorbate, Dipotassium phosphate, Sodium phosphate. Tonkotsu Soup Base: Water, Pork extract, Salt, Vegetable oil (canola, sesame), Monosodium glutamate, Soy sauce (water, wheat, soybeans, salt), Sugar, Hydrolyzed soy protein, Pork fat, Garlic powder, Disodium inosinate, Disodium guanylate, White pepper, Xanthan gum, Sodium propionate, Potassium sorbate. Cooked egg: Egg, Soy sauce (water, soybeans, wheat, salt, sodium benzoate, brewing starter), Sugar, Salt.","Contain: Wheat, Egg, Soy, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
61,001,9394,null,4x4_a,Sungiven Japanese Miso Ramen 273g,元初味增拉麵,273g/Tray,8," Tray"," Cooler",,,"Ramen Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca flour, Salt, Potassium carbonate, Sodium carbonate, Guar gum, Potassium sorbate, Dipotassium phosphate, Sodium phosphate. Miso Soup Base: Water, Soybean paste (water, soybeans, rice, salt), Pork extract, Sugar, Salt, Monosodium glutamate, Vegetable oil (canola, sesame), Garlic, Ginger, Hydrolyzed soy protein, Modified corn starch, Caramel colour, Chili pepper, Sesame, Disodium inosinate, Disodium guanylate, Sodium propionate, Potassium sorbate. Cooked egg: Egg, Soy sauce (water, soybeans, wheat, salt, sodium benzoate, brewing starter), Sugar, Salt.","Contain: Wheat, Egg, Soy, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
62,001,9417,null,4x4_a,SHINSEN'NA Tonkotsu Ramen Kit 360g,豚骨拉麵 360g,360g/Tray,8," Tray"," Freezer/Cooler",180/32 days,067102138383,"Noodle: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium 
carbonate, Guar gum, Dipotassium phosphate, Sodium phosphate, Tartrazine, Sunset yellow FCF. Broth: Water, Pork 
extract, Salt, Vegetable oil (canola, sesame seed), Monosodium glutamate, Soy sauce (water, wheat, soybeans, salt), 
Sugar, Hydrolyzed soy protein, Pork fat, Garlic powder, Disodium inosinate, Disodium guanylate, White pepper, Xanthan 
gum, Sodium propionate, Potassium sorbate.","CONTAINS: Soy, Wheat, Sulphites, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
63,001,9418,null,4x4_a,SHINSEN'NA Miso Ramen Kit 360g,味噌拉麵 360g,360g/Tray,8," Tray"," Freezer/Cooler",180/32 days,067102138390,"Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium 
carbonate, Guar gum, Dipotassium phosphate, Sodium phosphate, Tartrazine, Sunset yellow FCF.  Broth: Miso (soybeans, 
rice, sea salt, alcohol, water), Water, Dark soy sauce (water, sugar, salt, caramel colour, modified corn starch, hydrolyzed 
(corn, soy, wheat) protein, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Sugar, Seasoning 
(mushroom powder and extract, yeast extract, disodium inosinate, disodium succinate, sunflower oil), Modified potato 
starch, Sesame oil, Sodium propionate, Potassium sorbate. ","CONTAINS: Soy, Wheat, Sulphites, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
64,001,9419,null,4x4_a,SHINSEN'NA Spicy Miso Ramen Kit 360g,辣味噌拉麵 360g,360g/Tray,8," Tray"," Freezer/Cooler",180/32 days,067102138406,"Noodles: Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium 
carbonate, Guar gum, Dipotassium phosphate, Sodium phosphate, Tartrazine, Sunset yellow FCF. Broth: Miso (soybeans, 
rice, sea salt, alcohol, water), Water, Dark soy sauce (water, sugar, salt, caramel colour, modified corn starch, hydrolyzed 
(corn, soy, wheat) protein, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Sugar, Seasoning 
(mushroom powder and extract, yeast extract, disodium inosinate, disodium succinate, sunflower oil), Modified potato 
starch, Sesame oil, Sodium propionate, Potassium sorbate, Chili pepper paste (tapioca syrup, water, brown rice, red 
pepper powder, salt, alcohol, soybean, garlic, onion). ","CONTAINS: Soy, Wheat, Sulphites, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
65,001,9456,null,4x6_a,Hong Kong Style Rice Roll Kit 366g,港式腸粉,366g/Tray,6,Tray," Freezer/Cooler",180/14 days,067102138826,"Rice Roll: Water, Rice flour, Modified potato starch, Modified tapioca starch, Wheat starch, Sodium propionate, Monoglyceride, Potassium sorbate, Xanthan gum. Sweet Sauce: Hoisin sauce (Sugar, soybean paste (water, soybeans, salt, wheat flour), rice vinegar, dehydrated garlic, sesame seed oil, salted chili (chili, water, salt), spices), Water, Canola oil, Sugar, Sodium propionate, Sesame seed, Potassium sorbate. Soy sauce: Soy sauce (water, salt, sugar, caramel, fermented soybeans, wheat, sodium benzoate, maltodextrin, modified cornstarch, hydrolyzed (corn, soy, wheat) protein, sunset yellow FCF, tartrazine, sulphites), Water, Yeast extract (sucrose, salt, yeast extract, maltodextrin, sunflower oil), Sugar, Sesame oil, Sodium propionate, Potassium sorbate, Spices. Sesame Sauce: Sesame paste (sesame seeds, canola oil, sodium propionate, potassium sorbate), Canola oil, Water, Sugar, Modified potato starch, Sesame oil, Salt, Sodium propionate, Potassium sorbate. ","CONTAINS: Wheat, Soy, Sesame, Sulphites.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
66,001,9457,null,4x6_a,Malaysian Curry Rice Roll Kit 408g,咖哩腸粉,408g/Tray,6,Tray," Freezer/Cooler",180/14 days,067102138833,"Rice Roll: Water, Rice flour, Modified potato starch, Modified tapioca starch, Wheat starch, Canola oil, Sodium propionate, Monoglyceride, Potassium sorbate, Xanthan gum. Curry: Water, Coconut cream (coconut extract, water), Canola oil, Onions, Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Sugar, Mushroom seasoning (mushroom powder, salt, sugar, mushroom extract, disodium inosinate, disodium succinate), Yeast extract (sucrose, salt, yeast extract, maltodextrin, sunflower oil), Garlic, Lemongrass (lemongrass, tartrazine, brilliant blue FCF), Spices, Salt, Modified potato starch, Onion powder, Paprika, Cayenne, Ginger, Sodium propionate, Lime juice concentrate (Lime juice concentrate, water, lime oil), Xanthan gum, Chili powder, Ginger powder, Potassium sorbate. Chili Oil: Chili oil (canola oil, chili flakes, garlic, onion, ginger, paprika, chili, sesame oil, salt, vinegar, sugar, spices). Garnish: Toasted onion.","CONTAINS: Wheat, Soy, Sulphites, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
67,001,9458,null,4x6_a,Satay Peanut Rice Roll Kit 361g,沙嗲花生腸粉,361g/Tray,6,Tray," Freezer/Cooler",180/14 days,067102138840,"Rice Roll: Water, Rice flour, Modified potato starch, Modified tapioca starch, Wheat starch, Canola oil, Sodium propionate, Monoglyceride, Potassium sorbate, Xanthan gum. Sauce: Water, Peanut butter (peanuts, icing sugar, hydrogenated vegetable oil (rapeseed, cottonseed, soybean oil), salt), Coconut cream (coconut extract, water), Soy sauce (water, salt, sugar, caramel colour, fermented soybeans, wheat, sodium benzoate, maltodextrin, sulphites), Sugar, Rice vinegar (water, vinegar, rice, salt, sugar, wheat bran, sodium benzoate, fermented soy bean, citric acid), Garlic, Ginger, Salt, Yeast extract (sucrose, salt, yeast extract, maltodextrin, sunflower oil), Lime juice concentrate (Lime juice concentrate, water, lime oil), Lemongrass (lemongrass, tartrazine, brilliant blue FCF), Spices, Modified potato starch, Cayenne, Onion powder, Sodium propionate, Chili powder, Potassium sorbate. Satay Oil: Chili oil (canola oil, chili flakes, garlic, onion, ginger, paprika, chili, sesame oil, salt, vinegar, sugar, spices). Garnish: Dried garlic flakes, Peanuts. ","CONTAINS: Peanuts, Soy, Wheat, Sulphites, Sesame.","HON'S, RICHMOND, BC V6V 2W2",111111111111,
68,003,9565,null,4x4_a,SHINSEN'NA Premium Ramen 500g,新鮮拉麵,500g/Tray,6,Trays," Freezer/Cooler",180/32 days,067102139366,"Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium carbonate, Guar gum, Potassium sorbate, Sodium phosphate, Dipotassium phosphate, Sunset yellow FCF, Tartarazine. ",CONTAINS: Wheat.,"HON'S, RICHMOND, BC V6V 2W2",111111111111,
69,002,9999,,4x6_a,SHINSEN'NA Premium Ramen 500g,新鮮拉麵,500g/Tray,6,Trays," Freezer/Cooler",180/32 days,000000000000,"Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium carbonate, Guar gum, Potassium sorbate, Sodium phosphate, Dipotassium phosphate, Sunset yellow FCF, Tartarazine. ",CONTAINS: Wheat.,"HON'S, RICHMOND, BC V6V 2W2",111111111111,
70,003,2234,20,4x4_a,SHINSEN'NA Premium Ramen 500g,新鮮拉麵,500g/Tray,6,Trays," Freezer/Cooler",180/32 days,000000000000,"Enriched wheat flour, Water, Wheat gluten, Tapioca starch, Salt, Potassium carbonate, Sodium carbonate, Guar gum, Potassium sorbate, Sodium phosphate, Dipotassium phosphate, Sunset yellow FCF, Tartarazine. ",CONTAINS: Wheat.,"HON'S, RICHMOND, BC V6V 2W2",111111111111,1111
